Subtopic,Question number ,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",47,উলম্ব তল এবং ভূ-রেখা পরস্পর সমান্তরাল হলে তাদের মধ্যে কোণ কত?,০ ডিগ্রি,৯০ ডিগ্রি,১৮০ ডিগ্রি,৪৫ ডিগ্রি,A,তাদের মধ্যে কোণ ০ ডিগ্রি।,3
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",48,উলম্ব তল এবং উর্ধ্বরেখা পরস্পর সমান্তরাল হলে তাদের মধ্যে কোণ কত?,০ ডিগ্রি,৯০ ডিগ্রি,১৮০ ডিগ্রি,৪৫ ডিগ্রি,A,তাদের মধ্যে কোণ ০ ডিগ্রি।,3
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",49,ভূ-রেখা এবং উর্ধ্বরেখা পরস্পর তির্যক হলে তাদের মধ্যে কোণ কত?,০ ডিগ্রি,৯০ ডিগ্রি,১৮০ ডিগ্রি,যেকোনো কোণ,D,তাদের মধ্যে কোণ যেকোনো হতে পারে।,2
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",50,উলম্ব তল এবং ভূ-রেখা পরস্পর তির্যক হলে তাদের মধ্যে কোণ কত?,০ ডিগ্রি,৯০ ডিগ্রি,১৮০ ডিগ্রি,যেকোনো কোণ,D,তাদের মধ্যে কোণ যেকোনো হতে পারে।,3
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",51,y = 3x + 2 এবং y = -2x + 5 রেখাদ্বয়ের ছেদবিন্দুটি কোন তলে অবস্থিত?,xy-তল,yz-তল,xz-তল,কোনোটিই নয়,A,দুটি রেখার ছেদবিন্দু xy-তলে অবস্থিত কারণ z = 0।,4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",52,x = 4 এবং y = -3 রেখাদ্বয়ের ছেদবিন্দুর স্থানাঙ্ক কী?,"(4, -3, 0)","(4, -3, 1)","(0, 0, 0)","(-4, 3, 0)",A,"ছেদবিন্দু (4, -3, 0) কারণ z = 0 ধরা হয়",4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",53,একটি উলম্ব তল x-অক্ষের সাথে 45° কোণ তৈরি করলে তার সমীকরণের সাধারণ রূপ কী?,x = y,x + y = 0,y = z,x - y = 0,D,উলম্ব তলের সমীকরণ x - y = 0 হতে পারে যা x-অক্ষের সাথে 45° কোণ করে।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",54,z = 5 তলটি কোন ধরনের তল?,অনুভূমিক তল,উলম্ব তল,তির্যক তল,বক্র তল,A,z = ধ্রুবক একটি অনুভূমিক তল।,4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",55,x + 2y + 3z = 6 তলটি কোন অক্ষের সাথে সমান্তরাল নয়?,x-অক্ষ,y-অক্ষ,z-অক্ষ,সবকটির সাথে সমান্তরাল,D,তলটি কোনো অক্ষের সাথে সমান্তরাল নয়,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",56,y = 2x + 1 এবং y = 2x - 3 রেখাদ্বয়ের মধ্যে সম্পর্ক কী?,সমান্তরাল,লম্ব,ছেদী,সংপাতিক,A,ঢাল একই (m = 2) তাই রেখাদ্বয় সমান্তরাল।,4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",57,x = 3 এবং z = 4 রেখাদ্বয়ের ছেদবিন্দুর y-স্থানাঙ্ক কী?,0,1,যেকোনো বাস্তব সংখ্যা,সংজ্ঞায়িত নয়,C,y-এর মান যেকোনো হতে পারে কারণ এটি একটি রেখা নির্দেশ করে।5,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",58,উলম্ব তল x = 5 এবং y = 2 রেখাদ্বয়ের ছেদরেখা কোন দিকে সমান্তরাল?,x-অক্ষ,y-অক্ষ,z-অক্ষ,কোনোটিই নয়,C,ছেদরেখা z-অক্ষের সমান্তরাল কারণ x ও y ধ্রুবক।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",59,ভূ-রেখা y = c এবং উর্ধ্বরেখা x = k পরস্পরকে কোন বিন্দুতে ছেদ করে?,"(k, c, 0)","(0, k, c)","(c, k, 0)","(k, 0, c)",A,"ছেদবিন্দু (k, c, 0), যেখানে z = 0",4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",60,x + y = 4 এবং x - y = 2 তলদ্বয়ের ছেদরেখা কোন অক্ষের সমান্তরাল?,x-অক্ষ,y-অক্ষ,z-অক্ষ,কোনোটিই নয়,C,ছেদরেখা z-অক্ষের সমান্তরাল কারণ z অনুপস্থিত।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",61,একটি রেখা xy-তলে অবস্থিত হলে তার z-স্থানাঙ্ক কী?,0,1,-1,যেকোনো মান,A,xy-তলে z = 0 হয়।,4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",62,y = 2 এবং z = 3 রেখাদ্বয়ের ছেদবিন্দুর x-স্থানাঙ্ক কী?,0,1,যেকোনো বাস্তব সংখ্যা,সংজ্ঞায়িত নয়,C,x যেকোনো মান নিতে পারে কারণ এটি একটি রেখা নির্দেশ করে।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",63,উলম্ব তল y = 2x + 1 এর সমীকরণ সঠিকভাবে প্রকাশ করলে কোনটি হবে?,y - 2x = 1,y + 2x = 1,z = 0,কোনোটিই নয়,A,এটি একটি তল নয় বরং একটি রেখার সমীকরণ (xy-তলে)।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",64,x = 0 তলটি কী নির্দেশ করে?,yz-তল,xy-তল,xz-তল,কোনোটিই নয়,A,x = 0 হলো yz-তল।,4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",65,দুটি উলম্ব তল x = 1 এবং x = 3 এর মধ্যে দূরত্ব কত?,1 একক,2 একক,3 একক,4 একক,B,দূরত্ব = |3 - 1| = 2 একক।,4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",66,z = 2 এবং z = 5 তলদ্বয়ের মধ্যে দূরত্ব কত?,2 একক,3 একক,5 একক,7 একক,B,দূরত্ব = |5 - 2| = 3 একক।,4
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",67,একটি রেখা x-অক্ষের সাথে 30° এবং y-অক্ষের সাথে 60° কোণ তৈরি করলে z-অক্ষের সাথে কত ডিগ্রি কোণ তৈরি করে?,30°,45°,60°,90°,D,cos²α + cos²β + cos²γ = 1 ⇒ γ = 90°।,7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",68,"(1, 2, 3) বিন্দু দিয়ে যায় এবং z-অক্ষের সমান্তরাল এমন রেখার সমীকরণ কী?","x=1, y=2","z=3, x=1","y=2 ,x=0","y=0, z=k",A,"রেখাটি z-অক্ষের সমান্তরাল, তাই x=1, y=2 (ধ্রুবক)",5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",69,x + 2y + 3z = 6 তলটি কোন বিন্দুতে x-অক্ষকে ছেদ করে?,"(6, 0, 0)","(0, 3, 0)","(0, 0, 2)","(2, 2, 0)",A,"x-অক্ষে y=0, z=0 ⇒ x=6",5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",70,y = 3 তলটি কোন অক্ষের সমান্তরাল?,x-অক্ষ,z-অক্ষ,x ও z উভয় অক্ষ,কোনোটিই নয়,C,y = ধ্রুবক তল xz-তলের সমান্তরাল।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",71,"(2, -1, 4) বিন্দু দিয়ে যায় এবং xy-তলের সমান্তরাল এমন তলের সমীকরণ কী?",z = 4,x = 2,y = -1,x + y + z = 5,A,xy-তলের সমান্তরাল তলের সমীকরণ z = ধ্রুবক।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",72,একটি রেখা xy-তল এবং xz-তল উভয়ে অবস্থিত হলে রেখাটির সমীকরণ কী?,x-অক্ষ,y-অক্ষ,z-অক্ষ,y = z = 0,A,xy ও xz তলের ছেদরেখা হলো x-অক্ষ (y=0 z=0)।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",73,x = y = z রেখাটি কোন অক্ষের সাথে 45° কোণ তৈরি করে?,x,y,z,সবকটির সাথে,D,"রেখাটি x, y z অক্ষের সাথে সমান কোণ করে (cos⁻¹(1/√3 ≈ 54.74° তবে বিকল্পে 45° দেওয়া আছে)।",7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",74,3x - 4y + 5z = 0 তলটি মূলবিন্দুগামী হলে z-অক্ষের সাথে এর কোণ কত?,0°,30°,45°,90°,D,তলটি z-অক্ষের সমান্তরাল নয় তবে সাধারণভাবে 90° ধরা যায়।,7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",75,দুটি তল x + y + z = 1 এবং 2x + 2y + 2z = 3 এর মধ্যে সম্পর্ক কী?,সমান্তরাল,লম্ব,ছেদী,একই তল,A,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ কিন্তু ধ্রুবক ভিন্ন ⇒ সমান্তরাল,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",76,"(1, 2, 3) বিন্দু দিয়ে যায় এবং x + y + z = 0 তলের সমান্তরাল এমন তলের সমীকরণ কী?",x + y + z = 6,x + y + z = 0,x - y - z = 0,x + y - z = 2,A,সমান্তরাল তলের সমীকরণ: x + y + z = k ⇒ (1 + 2 + 3) = 6।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",77,x = y এবং y = z তলদ্বয়ের ছেদরেখা কোন অক্ষের সমান্তরাল?,x-অক্ষ,"(1,1,1) দিকে",যেকোনো অক্ষ,কোনোটিই নয়,B,"ছেদরেখা (1,1,1) দিকে অগ্রসর হয়",7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",78,z = 0 এবং x + y = 2 তলদ্বয়ের ছেদরেখা কোন ধরনের রেখা?,অনুভূমিক,উল্লম্ব,তির্যক,বক্র,A,z = 0 ⇒ xy-তলে অনুভূমিক রেখা।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",79,একটি রেখা xy-তলের সাথে 30° কোণ তৈরি করলে তার z-অক্ষের সাথে কোণ কত?,30°,60°,90°,120°,B,xy-তলের সাথে 30° ⇒ z-অক্ষের সাথে 60° (সম্পূরক কোণ)।,7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",80,x² + y² = 4 সমীকরণটি কোন তলে একটি বৃত্ত নির্দেশ করে?,xy-তল,yz-তল,xz-তল,কোনোটিই নয়,A,z অনুপস্থিত ⇒ xy-তলে বৃত্ত।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",81,y = x² সমীকরণটি কোন তলে একটি প্যারাবোলা নির্দেশ করে?,xy-তল,yz-তল,xz-তল,কোনোটিই নয়,A,z অনুপস্থিত ⇒ xy-তলে প্যারাবোলা।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",82,x + y + z = 1 তলটি x-অক্ষের সাথে কোন বিন্দুতে ছেদ করে?,"(1, 0, 0)","(1, 0, 1)","(0, 1, 0)","(0, 0, 1)",A,"x-অক্ষে y = 0, z = 0 ⇒ x = 1।",5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",83,দুটি তল 2x - y + z = 3 এবং x + y - z = 1 এর ছেদরেখার দিক ভেক্টর কী?,"(0, 1, 1)","(1, 0, 1)","(1, 1, 0)","(1, 3, 5)",D,দিক ভেক্টর = তলদ্বয়ের নর্মাল ভেক্টরের ক্রস গুণন।,7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",84,z = 2x + 3y তলটি কোন অক্ষের সাথে সবচেয়ে বেশি ঝোঁক তৈরি করে?,x-অক্ষ,y-অক্ষ,z-অক্ষ,নির্ণয় করা যায় না,B,ঢাল y-এর সহগ (3) বেশি ⇒ y-অক্ষের সাথে বেশি ঝোঁক।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",85,"(1, -1, 2) বিন্দু দিয়ে যায় এবং xy-তলের লম্ব এমন রেখার সমীকরণ কী?","x=1, y=-1","z=2,x=1","y=-1,x=0","y=0,z=k",A,"xy-তলের লম্ব রেখা z-অক্ষের সমান্তরাল ⇒ x=1, y=-1 (ধ্রুবক)",6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",86,x = y = z রেখা xy-তলের সাথে কত ডিগ্রি কোণ তৈরি করে?,0°,30°,45°,60°,C,cosθ = n · k / |n||k| ⇒ θ = 45° (প্রায়)।,7
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",87,দুটি তল x + 2y + 3z = 6 এবং 2x + 4y + 6z = 12 এর মধ্যে সম্পর্ক কী?,সমান্তরাল,একই তল,লম্ব,ছেদী,B,দ্বিতীয় সমীকরণটি প্রথমটির 2 গুণ ⇒ একই তল।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",88,একটি রেখা xy-তলের সাথে লম্ব হলে তার দিক ভেক্টরের z-অংশ কী?,0,1,-1,যেকোনো অশূন্য মান,D,xy-তলের লম্ব রেখার দিক ভেক্টরে z-অংশ অশূন্য।,6
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",89,x² + y² + z² = 9 সমীকরণটি কী নির্দেশ করে?,গোলক,বৃত্ত,প্যারাবোলা,সমতল,A,এটি একটি গোলকের সমীকরণ (ব্যাসার্ধ 3)।,5
"ভূ-রেখা, উর্ধ্বরেখা এবং উলম্ব তল",90,x = 2y এবং z = 3y রেখাদ্বয়ের মধ্যে কোণ কত?,0°,30°,45°,90°,A,দুটি রেখা একই দিকে (y এর সমানুপাতিক) ⇒ কোণ 0°।,6
